City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Nuevitas,CU,21.5453,-77.2644,80.96,70,89,6.13,overcast clouds
453,Bilma,NE,18.6853,12.9164,96.01,6,0,8.1,clear sky
454,Jiuquan,CN,39.7432,98.5174,61.0,7,94,7.45,overcast clouds
455,Gayny,RU,60.3071,54.3241,56.88,60,100,2.84,overcast clouds
456,Vavuniya,LK,8.7514,80.4971,79.23,83,100,8.9,overcast clouds
457,Zhangye,CN,38.9342,100.4517,60.04,9,14,1.77,few clouds
458,Cumana,VE,10.4635,-64.1775,75.83,91,100,11.74,overcast clouds
459,Wajir,KE,1.7471,40.0573,85.3,51,100,14.16,overcast clouds
460,Sunrise Manor,US,36.2111,-115.0731,80.06,18,0,6.91,clear sky
461,Ballina,AU,-28.8667,153.5667,70.79,95,54,6.85,broken clouds
462,Alexandria,EG,31.2156,29.9553,75.74,46,0,10.36,clear sky
463,Wyndham,US,37.6985,-77.6125,73.81,82,20,10.0,few clouds
464,Khani,GE,41.9563,42.9566,51.37,81,97,3.67,overcast clouds
465,Beshpagir,RU,45.0217,42.3808,63.82,67,51,15.35,broken clouds
466,Swan River,CA,52.1058,-101.2676,39.09,81,100,1.14,overcast clouds
467,Noisy-Le-Sec,FR,48.8915,2.4645,76.98,53,0,8.05,clear sky
468,Paamiut,GL,61.994,-49.6678,33.75,72,9,14.58,clear sky
469,Goderich,CA,43.7501,-81.7165,52.12,93,100,6.91,light rain
470,Southbridge,US,42.0751,-72.0334,77.97,73,11,1.99,few clouds
471,Salto De Agua,MX,17.6167,-92.3667,75.96,64,5,0.45,clear sky
472,Oranjemund,NA,-28.55,16.4333,86.47,25,0,4.72,clear sky
473,Indiana,US,40.0003,-86.2503,63.72,77,0,11.99,clear sky
474,Muisne,EC,0.6,-80.0333,76.8,91,100,10.83,moderate rain
475,Behbahan,IR,30.5959,50.2417,104.43,8,0,21.77,clear sky
476,Alice Springs,AU,-23.7,133.8833,56.75,58,0,0.0,clear sky
477,Broken Hill,AU,-31.95,141.4333,54.54,61,0,7.74,clear sky
478,Salalah,OM,17.0151,54.0924,87.89,74,20,11.5,few clouds
479,Yelizovo,RU,53.1873,158.3805,33.94,100,100,4.47,overcast clouds
480,Inhambane,MZ,-23.865,35.3833,75.18,83,40,9.22,drizzle
481,Khandbari,NP,27.3747,87.2039,71.67,88,82,3.42,broken clouds
482,Rio Gallegos,AR,-51.6226,-69.2181,32.05,86,0,9.22,clear sky
483,Labuhan,ID,-6.8844,112.2051,82.42,77,100,2.71,overcast clouds
484,Milford,US,41.2223,-73.0565,75.9,82,0,6.91,clear sky
485,Katangli,RU,51.7102,143.2326,31.75,98,98,5.32,overcast clouds
486,Solnechnyy,RU,50.7214,136.6319,38.39,74,45,5.19,scattered clouds
487,Bosaso,SO,11.2842,49.1816,91.11,39,97,2.51,overcast clouds
488,Lovozero,RU,68.005,35.0117,40.08,72,100,11.48,overcast clouds
489,Beringovskiy,RU,63.05,179.3167,33.26,83,3,6.78,clear sky
490,Saint-Pierre,RE,-21.3393,55.4781,74.88,78,75,21.85,broken clouds
491,Ler,SS,8.3018,30.1418,88.81,47,100,5.84,light rain
492,Tromso,NO,69.6496,18.957,38.37,70,75,11.5,broken clouds
493,Port Hardy,CA,50.6996,-127.4199,44.6,93,40,3.44,scattered clouds
494,Sampit,ID,-2.5333,112.95,76.03,96,50,2.53,scattered clouds
495,Kumher,IN,27.3167,77.3667,102.85,8,26,11.95,scattered clouds
496,Nieuw Amsterdam,SR,5.8833,-55.0833,86.02,81,40,6.91,scattered clouds
497,Sambava,MG,-14.2667,50.1667,78.37,74,4,17.52,clear sky
498,Altamont,US,42.2068,-121.7372,42.78,86,0,0.0,clear sky
499,High Level,CA,58.5169,-117.136,42.91,70,75,10.36,broken clouds
500,Egvekinot,RU,66.3167,-179.1667,20.82,91,35,2.57,scattered clouds
501,Kavaratti,IN,10.5669,72.642,79.95,82,100,22.57,moderate rain
502,Flin Flon,CA,54.7682,-101.865,33.64,86,100,5.75,overcast clouds
503,Kemi,FI,65.8596,24.8228,44.37,65,100,19.57,overcast clouds
504,Vilhena,BR,-12.7406,-60.1458,71.82,83,75,16.11,broken clouds
505,Brenham,US,30.1669,-96.3977,77.65,79,31,9.55,scattered clouds
506,San Quintin,MX,30.4833,-115.95,58.71,84,88,12.17,overcast clouds
507,Belaya Gora,RU,68.5333,146.4167,19.69,99,91,2.46,overcast clouds
508,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,8.05,broken clouds
509,Martapura,ID,-3.4167,114.85,77.09,100,40,3.44,scattered clouds
510,Paramonga,PE,-10.6667,-77.8333,66.61,77,75,7.45,broken clouds
511,Rehoboth,NA,-23.3167,17.0833,79.03,14,1,13.42,clear sky
512,Remscheid,DE,51.1833,7.2,76.86,67,99,13.13,heavy intensity rain
513,Kitimat,CA,54.0524,-128.6534,44.91,52,96,1.99,overcast clouds
514,Severnoye,RU,56.3491,78.3619,64.09,64,100,8.48,overcast clouds
515,Hammerfest,NO,70.6634,23.6821,37.85,81,75,8.05,broken clouds
516,Teavaro,PF,-17.5,-149.7667,78.28,73,75,5.75,moderate rain
517,Paita,PE,-5.0892,-81.1144,68.61,76,70,9.26,broken clouds
518,Mao,ES,39.8885,4.2658,73.96,73,20,6.91,few clouds
519,Mahon,ES,39.8885,4.2658,73.96,73,20,6.91,few clouds
520,Ilhabela,BR,-23.7781,-45.3581,72.48,78,45,8.84,scattered clouds
521,Lorengau,PG,-2.0226,147.2712,80.6,72,95,4.85,overcast clouds
522,Bowen,AU,-20.0167,148.2333,73.83,80,9,2.53,clear sky
523,Houston,US,29.7633,-95.3633,80.33,78,0,6.91,clear sky
524,Tezu,IN,27.9167,96.1667,69.75,98,100,4.97,overcast clouds
525,Madang,PG,-5.2246,145.7966,77.29,82,59,1.83,broken clouds
526,Clermont,FR,49.5,2.4167,77.72,59,81,6.6,broken clouds
527,Hue,VN,16.4667,107.6,73.51,94,75,9.22,mist
528,Ilebo,CD,-4.3167,20.5833,93.58,34,66,3.02,broken clouds
529,San Jose De Guanipa,VE,8.8872,-64.1651,78.48,77,100,8.72,overcast clouds
530,Razole,IN,16.4833,81.8333,84.34,78,15,5.73,few clouds
531,Vitrolles,FR,43.46,5.2486,79.16,29,0,12.66,clear sky
532,Mentakab,MY,3.4865,102.3516,73.13,96,100,2.53,overcast clouds
533,Kanigoro,ID,-8.13,112.219,74.66,90,46,2.68,light rain
534,Saint Andrews,US,34.0454,-81.1293,77.13,74,40,6.91,scattered clouds
535,Gazanjyk,TM,39.2446,55.5154,91.45,14,0,20.51,clear sky
536,Tres Picos,MX,15.8667,-93.5333,86.09,54,3,1.88,clear sky
537,Normandin,CA,48.8333,-72.5321,55.71,100,100,4.61,overcast clouds
538,Teguise,ES,29.0605,-13.564,66.42,83,20,18.41,few clouds
539,Seymchan,RU,62.8833,152.4333,34.77,83,9,4.41,clear sky
540,Garissa,KE,-0.4536,39.6401,90.03,38,71,22.3,broken clouds
541,Duliagaon,IN,27.3667,95.3167,75.07,98,100,5.14,overcast clouds
542,Shubarshi,KZ,48.5872,57.1869,64.6,52,80,8.79,broken clouds
543,Tual,ID,-5.6667,132.75,83.97,72,14,9.44,few clouds
544,Harper,LR,4.375,-7.7169,82.47,81,100,8.97,light rain
545,Atasu,KZ,48.6814,71.6433,72.77,34,19,8.52,few clouds
546,Provost,CA,52.3501,-110.2683,50.45,79,100,13.94,overcast clouds
547,Dukat,RU,62.55,155.55,26.31,99,100,4.92,overcast clouds
548,Dingle,PH,10.9995,122.6711,79.39,84,69,1.5,broken clouds
549,Jensen Beach,US,27.2545,-80.2298,81.01,75,0,8.05,clear sky
550,Banda Aceh,ID,5.5577,95.3222,81.82,77,100,5.5,overcast clouds
551,Prince Rupert,CA,54.3161,-130.3201,44.29,86,75,21.85,broken clouds
552,Beinamar,TD,8.6698,15.3813,94.75,35,100,6.96,overcast clouds
553,Costa Rica,BR,-23.4167,-54.65,57.42,77,95,10.22,overcast clouds
554,Klyuchi,RU,52.2667,79.1667,71.73,42,100,5.19,overcast clouds
555,Tateyama,JP,34.9833,139.8667,61.11,90,100,16.35,light rain
556,Karratha,AU,-20.7377,116.8463,74.32,74,100,9.35,light rain
557,Ketchikan,US,55.3422,-131.6461,43.27,81,100,6.91,overcast clouds
558,Flagstaff,US,35.1981,-111.6513,56.86,30,0,0.0,clear sky
559,Mayya,RU,61.7333,130.2811,43.92,93,98,1.66,overcast clouds
560,Kihei,US,20.785,-156.4656,73.85,80,0,4.61,clear sky
561,Novokruchininskiy,RU,51.7833,113.7667,51.53,41,58,4.65,broken clouds
562,Porto Walter,BR,-8.2686,-72.7439,76.69,91,99,1.66,overcast clouds
563,Jackson,US,42.4165,-122.8345,50.04,78,75,0.0,broken clouds
564,Bairnsdale,AU,-37.8333,147.6167,51.06,92,8,5.7,clear sky
565,Tucumcari,US,35.1717,-103.725,66.94,59,0,5.75,clear sky
566,Christchurch,NZ,-43.5333,172.6333,53.8,95,100,6.91,fog
567,Rabo De Peixe,PT,37.8,-25.5833,64.27,85,20,19.57,few clouds
568,Jumla,NP,29.2747,82.1838,61.29,48,65,4.92,broken clouds
569,Ribeira Brava,PT,32.65,-17.0667,80.71,64,0,7.74,clear sky
570,Mendoza,AR,-32.8908,-68.8272,49.59,42,5,4.72,clear sky
571,Lautaro,CL,-38.5167,-72.45,35.58,52,2,4.0,clear sky
572,Taoudenni,ML,22.6783,-3.9836,108.52,5,0,16.44,clear sky
573,Phirangipuram,IN,16.3,80.2667,87.67,66,55,13.8,broken clouds
574,Natori,JP,38.1691,140.8823,53.67,92,100,2.73,overcast clouds
575,Serebryansk,KZ,49.6925,83.2892,61.18,62,20,4.41,few clouds
576,Alyangula,AU,-13.8483,136.4192,75.56,69,0,6.49,clear sky
577,Yerbogachen,RU,61.2767,108.0108,50.7,73,5,6.08,clear sky
578,Baoshan,CN,46.5586,131.4244,44.64,36,31,4.92,scattered clouds
579,Parrita,CR,9.5201,-84.3225,83.01,78,86,3.06,overcast clouds
580,Pangoa,PE,-12.1167,-73.0,68.41,99,100,1.41,overcast clouds
581,Viedma,AR,-40.8135,-62.9967,52.45,60,91,14.41,overcast clouds
582,Chincholi,IN,17.4667,77.4333,93.25,35,100,1.9,overcast clouds
583,Rio Cuarto,AR,-33.1307,-64.3499,51.33,57,0,11.5,clear sky
584,Maine-Soroa,NE,13.2114,12.0241,103.59,10,15,14.52,few clouds
585,Kaeo,NZ,-35.1,173.7833,63.32,94,41,6.2,scattered clouds
586,San Andres,CO,12.5847,-81.7006,78.82,100,75,11.5,broken clouds
587,Lompoc,US,34.6391,-120.4579,51.94,86,100,28.01,mist
588,Cowra,AU,-33.8333,148.6833,57.4,62,100,5.5,overcast clouds
589,Russell,US,32.3502,-85.1999,75.0,83,0,3.44,clear sky
590,Troitsko-Pechorsk,RU,62.7084,56.1964,52.57,73,91,8.34,overcast clouds
591,Cabo Rojo,PR,18.0866,-67.1457,87.73,68,35,5.01,scattered clouds
592,Yima,CN,34.7381,111.8839,64.53,25,0,5.93,clear sky
593,Inongo,CD,-1.95,18.2667,79.07,74,71,0.94,broken clouds
594,Nizwa,OM,22.9333,57.5333,98.71,8,0,6.24,clear sky
595,Baker City,US,44.7749,-117.8344,51.6,87,0,3.44,clear sky
596,Jacobina,BR,-11.1806,-40.5183,82.04,56,99,5.35,light rain
597,Palana,RU,59.1167,159.9667,33.08,86,100,6.89,overcast clouds
598,Rumonge,BI,-3.9736,29.4386,77.11,79,41,3.74,light rain
599,Zaozerne,UA,45.1582,33.2787,64.13,62,7,12.37,clear sky
600,Dali,CN,25.7,100.1833,55.83,95,100,2.73,overcast clouds
601,Jacksonville,US,30.3322,-81.6556,79.05,81,40,9.22,scattered clouds
602,Nouadhibou,MR,20.931,-17.0347,89.58,40,100,10.36,overcast clouds
603,Khash,IR,28.2211,61.2158,85.37,5,0,18.07,clear sky
604,Koslan,RU,63.4564,48.8989,50.54,50,31,11.27,scattered clouds
605,Riohacha,CO,11.5444,-72.9072,82.51,74,75,9.22,broken clouds
606,Bakchar,RU,57.0186,82.0711,63.41,67,100,12.06,light rain
607,Homestead,US,25.4687,-80.4776,78.03,85,0,1.99,clear sky
608,Komatipoort,ZA,-25.4332,31.9548,71.24,75,82,6.76,light rain
609,Yeniseysk,RU,58.4497,92.1703,60.49,51,7,4.52,clear sky
610,Korla,CN,41.7597,86.1469,77.04,25,100,12.37,overcast clouds
611,Tegal,ID,-6.8694,109.1402,81.68,80,23,2.8,few clouds
612,Jawhar,SO,2.7809,45.5005,88.3,46,2,20.98,clear sky
613,Kurchum,KZ,48.5722,83.6542,65.48,48,12,7.9,few clouds
614,Hearst,CA,49.6835,-83.6665,48.25,72,100,5.57,overcast clouds
615,Sistranda,NO,63.7256,8.834,44.56,59,61,14.47,broken clouds
616,El Alto,PE,-4.2714,-81.2147,65.86,70,89,8.9,overcast clouds
617,Novikovo,RU,51.1537,37.8879,58.46,50,77,14.16,broken clouds
618,Batetskiy,RU,58.6461,30.3027,49.44,69,100,10.49,overcast clouds
619,Shimoda,JP,34.6667,138.95,60.76,90,100,6.49,light rain
620,Kerema,PG,-7.9631,145.7785,78.12,86,22,4.41,few clouds
621,Embonas,GR,36.2269,27.8564,71.73,65,0,11.39,clear sky
622,Praia,CV,14.9215,-23.5087,90.14,31,0,24.16,clear sky
623,Durusu,TR,41.3053,28.6767,73.58,83,0,5.99,clear sky
624,Pontianak,ID,-0.0333,109.3333,78.78,88,40,0.0,scattered clouds
625,Tambopata,PE,-12.7333,-69.1833,71.49,73,100,6.91,overcast clouds
626,Madison,US,34.7334,-86.5667,73.09,78,75,6.91,broken clouds
627,Ziarat,PK,30.3823,67.7282,74.52,12,68,2.19,broken clouds
628,Kudahuvadhoo,MV,2.6708,72.8944,83.77,79,95,17.94,overcast clouds
629,Birjand,IR,32.8663,59.2211,88.27,5,0,13.8,clear sky
630,Ocos,GT,14.5094,-92.1933,82.6,69,64,7.29,broken clouds
631,Asheboro,US,35.7079,-79.8136,75.24,87,40,5.75,scattered clouds
632,Rivers,CA,50.0308,-100.2403,43.75,67,98,6.02,overcast clouds
633,Morococha,PE,-11.5997,-76.1411,40.84,61,100,5.84,overcast clouds
634,Birobidzhan,RU,48.8,132.95,42.37,42,100,5.73,overcast clouds
635,Harur,IN,12.0667,78.5,83.71,71,100,2.91,overcast clouds
636,Agadez,NE,19.75,10.25,94.62,6,0,14.34,clear sky
637,Savinka,RU,50.0785,47.0994,61.41,55,42,19.13,light rain
638,Kenai,US,60.5544,-151.2583,38.08,80,0,5.75,clear sky
639,Ko Samui,TH,9.5357,99.9357,85.91,79,20,4.61,few clouds
640,Andreapol,RU,56.6513,32.2664,44.29,86,100,8.99,overcast clouds
641,Noboribetsu,JP,42.4514,141.1731,46.47,82,10,5.37,light rain
642,Otradnoye,RU,59.7775,30.8181,51.04,84,100,7.74,overcast clouds
643,Vaitape,PF,-16.5167,-151.75,80.38,70,90,8.12,light rain
644,Atbasar,KZ,51.8,68.3333,73.85,31,23,18.32,few clouds
645,Mecca,SA,21.4267,39.8261,103.75,12,0,19.33,clear sky
646,Dagana,MR,16.5165,-15.5068,113.4,5,11,22.19,few clouds
647,Laguna De Perlas,NI,12.3429,-83.6712,75.29,82,93,10.94,light rain
648,Chlorakas,CY,34.8042,32.4083,76.55,69,20,12.66,few clouds
649,Ostrovnoy,RU,68.0531,39.5131,37.58,77,100,15.97,overcast clouds
650,Turayf,SA,31.6725,38.6637,84.45,18,0,6.91,clear sky
651,Puerto Rico,AR,-26.796,-55.024,56.79,46,0,5.08,clear sky
652,Traverse City,US,44.7631,-85.6206,63.73,55,20,0.0,few clouds
653,Mkushi,ZM,-13.6202,29.3939,70.68,48,8,9.46,clear sky
654,Clarence Town,AU,-32.5833,151.7833,62.85,81,0,5.86,clear sky
655,Pemangkat,ID,1.1667,108.9667,83.32,75,100,4.61,overcast clouds
656,Dillon,US,34.4166,-79.3712,77.25,62,6,11.81,clear sky
657,Xam Nua,LA,20.4197,104.0439,62.01,98,100,2.71,overcast clouds
658,Kawalu,ID,-7.3817,108.2082,74.86,97,83,1.66,broken clouds
659,Verkhnevilyuysk,RU,63.4453,120.3167,37.29,59,89,0.96,overcast clouds
660,Ures,MX,29.4333,-110.4,80.04,16,85,1.03,overcast clouds
661,Rincon,US,32.296,-81.2354,78.94,73,20,9.22,few clouds
662,Maldonado,UY,-34.6667,-54.9167,54.23,78,98,20.15,light rain
663,Pentecoste,BR,-3.7928,-39.2703,84.87,65,97,7.96,overcast clouds
664,Kamina,CD,-8.7386,24.9906,76.66,50,83,3.4,broken clouds
665,Wenling,CN,28.3669,121.36,59.18,75,20,2.19,few clouds
666,Mareeba,AU,-17.0,145.4333,68.43,85,2,1.79,clear sky
667,Dire,ML,12.2833,-10.9667,109.65,6,67,1.12,broken clouds
668,Tambovka,RU,50.0969,128.0489,50.29,36,76,14.43,broken clouds
669,Moroni,KM,-11.7022,43.2551,79.59,77,99,15.14,light rain
670,Pauini,BR,-7.7136,-66.9764,80.17,83,97,2.06,overcast clouds
671,Camabatela,AO,-8.1881,15.375,80.33,34,100,4.76,overcast clouds
672,Richmond,US,37.5538,-77.4603,73.99,83,75,10.36,broken clouds
673,Siocon,PH,7.7061,122.1353,79.61,87,93,2.91,overcast clouds
674,Turan,VN,16.0678,108.2208,78.78,69,40,5.75,scattered clouds
675,Benghazi,LY,32.1167,20.0667,74.82,39,0,8.7,clear sky
676,Canutama,BR,-6.5339,-64.3831,76.28,97,100,2.89,heavy intensity rain
677,Eyl,SO,7.9803,49.8164,86.22,64,73,27.47,broken clouds
678,Prince George,CA,53.9166,-122.753,47.62,93,20,2.3,few clouds
679,Itarsi,IN,22.6167,77.75,99.41,10,0,7.29,clear sky
